Name,MFLOPS_observed,MFLOPS_tuned,Time,Row,Col,BlockRow,BlockCol
gearbox.rb,2840.02,4874.61,0.207925,153746,153746,3,3
af_shell9.rb,3281.01,5027.76,0.41113,504855,504855,5,5
hydr1c_Zeros_61.rb,78.185,101.241,0.00186454,5308,5308,0,0
scsd8-2c_A_3.rb,2147.59,2551.77,0.00746088,5130,35910,2,1
ex21.rb,2005.51,3371.4,0.00330194,656,656,4,1
c-64b.rb,2806.34,3142.5,0.0265582,51035,51035,3,1
cage_G_11.rb,969.291,577.445,0.00142427,58,58,0,0
rajat16.rb,1262.8,1289.92,0.0390097,94294,94294,1,1
psse2.rb,1789.89,1406.2,0.00869458,28634,11028,2,1
delf_A_31.rb,1832.72,1547.27,0.00222605,3176,6655,1,1
farm.rb,293.946,159.463,0.00150993,7,17,0,0
viscoplastic2.rb,1592.11,1651.39,0.0249395,32769,32769,1,1
TSOPF_FS_b162_c1_b.rb,926.557,1885.74,0.00234556,10798,1,0,0
crew1.rb,1695.99,1646.93,0.00341531,135,6469,1,1
west0497.rb,1532.42,1284.22,0.00129558,497,497,0,0
nemeth19.rb,2661.51,7110.29,0.0224946,9506,9506,4,1
abtaha1.rb,1871.63,2036.95,0.00529617,14596,209,0,0
boyd1.rb,2316.87,2556.57,0.03561,93279,93279,3,1
TF16.rb,1685.76,1627.06,0.014006,15437,19321,1,1
jgl009.rb,367.447,207.347,0.00148568,9,9,0,0
west0655.rb,1862.79,1550.42,0.00143089,655,655,0,0
rel5.rb,1102.01,1185.76,0.00198253,340,35,0,0
oscil_dcop_35.rb,1690.12,1332.49,0.00129701,430,430,0,0
hydr1c_A_65.rb,1896.58,1655.49,0.00307752,5308,5308,0,0
F1.rb,2856.76,4207.6,0.662681,343791,343791,3,3
dblp-2010.rb,1090.96,1054.71,0.11539,326186,326186,0,0
scagr7-2r_A_02.rb,1686.99,1154.79,0.00125525,319,455,0,0
cegb2802.rb,3923.62,9983.71,0.00660976,2802,2802,6,3
audikw_1.rb,3057.51,4716.45,1.84534,943695,943695,3,3
ex4.rb,4353.96,4187.71,0.00203976,1601,1601,3,1
nos3.rb,4078.05,5751.0,0.00160057,960,960,2,2
large_A_33.rb,1935.76,1616.96,0.00250697,4292,8627,1,1
ex9.rb,4274.25,5365.44,0.00349484,3363,3363,3,1
t2d_q9_A_22.rb,2306.4,2530.41,0.0052965,9801,9801,3,1
pltexpa_A_3.rb,1955.39,1679.59,0.00277317,4430,11612,1,1
dbir2.rb,1415.26,1576.24,0.070217,18906,45877,0,0
scsd8-2r_A_03.rb,2037.69,2081.18,0.00125676,170,1190,2,2
wikipedia-20061104.rb,318.677,310.597,8.22656,3148440,3148440,1,1
G14.rb,3955.33,3161.72,0.00146064,800,800,1,1
Reuters911_Day_55.rb,334.815,428.297,0.0030878,13332,13332,0,0
n4c5-b2.rb,1609.47,1600.1,0.00146872,455,105,0,0
saylr3.rb,2243.08,1964.34,0.00145821,1000,1000,0,0
ASIC_320ks.rb,974.106,1015.63,0.165518,321671,321671,0,0
c-56.rb,3212.9,3790.71,0.0129234,35910,35910,2,1
G4.rb,3894.38,3651.0,0.00224907,800,800,1,1
Trec11.rb,1763.19,2530.98,0.00510821,235,1138,3,1
cage_G_42.rb,3052.03,2332.46,0.00129494,146,146,0,0
scrs8-2r_A_06.rb,1966.02,1528.69,0.00162366,1820,3499,1,1
msc01050.rb,3658.85,5390.58,0.00209497,1050,1050,6,6
fome13.rb,984.586,904.61,0.023409,48568,97840,1,1
test1.rb,1457.95,1447.43,0.783758,392908,392908,1,1
Zewail.rb,1187.17,1143.34,0.00541043,6752,6752,0,0
lns_3937.rb,2151.12,2032.29,0.00265176,3937,3937,1,1
Ragusa18.rb,431.643,248.782,0.00149935,23,23,0,0
Zd_Jac2_db.rb,1505.24,1757.32,0.0443339,22835,22835,0,0
fpga_dcop_10.rb,1920.61,1563.94,0.00156905,1220,1220,0,0
scsd8-2c_A_1.rb,1961.82,1805.7,0.00136708,90,630,2,1
bp_1200.rb,1787.3,1437.62,0.00157613,822,822,0,0
Cube_Coup_dt6.rb,3279.2,4988.07,2.9914,2164760,2164760,4,4
d_dyn.rb,998.668,654.069,0.00166842,87,87,0,0
relat8.rb,1355.59,1388.52,0.100977,345688,12347,1,1
fpga_dcop_03.rb,1893.04,1614.02,0.00162741,1220,1220,1,1
cca_G_10.rb,1097.47,1056.67,0.0116753,49152,49152,0,0
c-18.rb,2932.08,2664.52,0.00198468,2169,2169,0,0
lshp2614.rb,3408.28,3117.05,0.00181078,2614,2614,1,1
cage7.rb,2067.53,1705.96,0.00139818,340,340,0,0
Stanford_Berkeley.rb,1099.83,1197.31,0.575456,683446,683446,0,0
rajat06.rb,2720.14,2469.45,0.00347622,10922,10922,1,1
scrs8-2r_A_08.rb,1970.16,1572.81,0.00210803,3612,6955,1,1
gen.rb,1866.51,2120.97,0.00432827,769,2561,2,1
fpga_dcop_36.rb,1919.64,1616.27,0.00150376,1220,1220,1,1
g7jac120sc.rb,1685.23,1668.48,0.0276032,35550,35550,1,1
bcsstk13.rb,3644.63,4971.76,0.00347618,2003,2003,3,1
t2d_q9_A_19.rb,2338.84,2549.69,0.00527143,9801,9801,3,1
fpga_dcop_43.rb,1838.32,1620.03,0.00152412,1220,1220,1,1
662_bus.rb,2269.03,1891.14,0.00140924,662,662,0,0
IG5-10.rb,1860.2,1795.25,0.00202727,652,976,0,0
debr_G_16.rb,2090.35,1777.21,0.102151,262144,262144,0,0
af_shell6.rb,3253.99,4898.51,0.401879,504855,504855,5,5
Reuters911_Day_05.rb,702.739,796.675,0.00338836,13332,13332,0,0
fpga_dcop_25.rb,1923.28,1616.21,0.00167938,1220,1220,0,0
af_shell2.rb,3215.65,5053.83,0.397132,504855,504855,5,5
shuttle_eddy.rb,3753.65,3679.49,0.00753544,10429,10429,3,1
Reuters911_Day_07.rb,487.523,587.184,0.00308373,13332,13332,0,0
olafu.rb,3502.81,7942.63,0.0228099,16146,16146,6,6
D6-6.rb,569.937,1463.42,0.0204446,120576,23740,0,0
adder_dcop_24.rb,1444.95,1324.31,0.00193223,1813,1813,1,1
trans5.rb,1429.34,1448.94,0.0442587,116835,116835,1,1
G9.rb,3879.38,3691.09,0.00238955,800,800,1,1
Pd_rhs.rb,647.282,485.31,0.00287647,8081,12406,0,0
viscoplastic2_C_7.rb,1943.98,1866.39,0.0209476,32769,32769,1,1
LeGresley_87936.rb,1141.99,1125.32,0.0396878,87936,87936,1,1
raefsky6.rb,1890.61,3410.56,0.00724219,3402,3402,3,1
Trec7.rb,831.055,496.378,0.00161602,11,36,0,0
g7jac080.rb,1873.55,1858.8,0.0171149,23670,23670,1,1
494_bus.rb,2097.94,1653.77,0.00145528,494,494,0,0
extr1b_A_22.rb,1752.19,1486.27,0.00210158,2836,2836,0,0
D_8.rb,1711.09,1573.39,0.00238248,1132,1271,0,0
nemeth23.rb,3003.69,6384.45,0.0328046,9506,9506,4,1
gemat12.rb,1492.27,1848.18,0.00318526,4929,4929,2,1
large_A_03.rb,1937.47,1570.55,0.00254971,4249,8580,1,1
fpga_dcop_14.rb,1907.76,1263.6,0.00168564,1220,1220,0,0
oscil_dcop_22.rb,1656.69,1314.59,0.00138486,430,430,0,0
Reuters911_Day_25.rb,425.663,527.401,0.00358352,13332,13332,0,0
plat362.rb,3777.83,3449.42,0.00141251,362,362,2,1
scagr7-2r_A_07.rb,1913.54,1442.0,0.00187538,2447,3479,1,1
cz148.rb,1773.43,1444.05,0.233317,148,148,2,1
oscil_dcop_47.rb,1621.45,1251.7,0.00133914,430,430,0,0
bcsstk15.rb,3721.22,5713.45,0.016461,3948,3948,6,6
hydr1c_Zeros_16.rb,79.7257,103.575,0.00198969,5308,5308,0,0
TSOPF_RS_b2383.rb,1425.9,2932.67,0.835862,38120,38120,7,7
Reuters911_Day_13.rb,290.475,372.323,0.00289173,13332,13332,0,0
ex29.rb,2250.7,2249.11,0.0209915,2870,2870,3,1
oscil_dcop_02.rb,1682.22,1253.84,0.00136088,430,430,0,0
fome20.rb,1313.28,1381.5,0.0218598,33874,108175,0,0
extr1b_A_07.rb,1915.82,1627.64,0.00219816,2836,2836,0,0
oscil_dcop_31.rb,1655.55,1338.05,0.00130772,430,430,0,0
stokes.rb,1393.54,1289.01,20.3177,11449533,11449533,2,1
t2d_q9_A_18.rb,2333.27,2563.14,0.00535055,9801,9801,3,1
ch8-8-b3.rb,1557.09,1712.59,0.0776301,117600,18816,0,0
cage_G_26.rb,1393.62,972.059,0.00164472,112,112,0,0
nv2.rb,690.472,691.029,4.85618,1453908,1453908,1,1
reorientation_7.rb,3727.79,3233.04,0.00267678,3057,3057,0,0
sctap1-2c.rb,2103.11,1738.06,0.00242514,3390,7458,1,1
delf_A_22.rb,1977.84,1640.67,0.00260249,3214,6672,1,1
D_6.rb,1694.79,1676.9,0.00176681,970,435,0,0
extr1b_A_11.rb,1744.05,1499.51,0.00209195,2836,2836,0,0
Erdos02.rb,945.012,1900.38,0.00234018,6927,6927,0,0
extr1b_A_27.rb,1712.12,1497.23,0.00200122,2836,2836,0,0
hydr1c_A_26.rb,1866.7,1611.67,0.0029569,5308,5308,0,0
t2d_q9_A_38.rb,2341.62,2519.97,0.00547861,9801,9801,3,1
relat3.rb,178.535,104.787,0.00130615,12,5,0,0
rajat13.rb,1993.33,1883.24,0.00384585,7598,7598,1,1
aug2d.rb,2194.65,1824.56,0.00512132,29008,29008,1,1
bloweybl.rb,2539.82,2504.17,0.00844124,30003,30003,0,0
cca_G_02.rb,874.643,551.556,0.00131441,64,64,0,0
Zd_Jac3.rb,1368.44,1721.26,0.105498,22835,22835,3,1
Hamrle2_b.rb,1.61063,9.76568,0.00178567,5952,1,0,0
kineticBatchReactor_1.rb,3660.62,3192.77,0.00181995,2052,2052,1,1
illc1850.rb,1826.37,1719.83,0.0147117,1850,712,0,0
mahindas_b.rb,138.008,379.024,0.0311391,1258,55,0,0
scsd8-2r_A_11.rb,2138.86,2638.56,0.0123917,8650,60550,2,1
cavity19.rb,2120.94,3126.2,0.00741355,4562,4562,3,1
mbeause.rb,1743.71,2249.36,0.00344494,496,496,3,1
gams30a.rb,1682.53,1161.63,0.00129619,354,531,0,0
rajat28.rb,1288.63,1208.43,0.0498767,87190,87190,0,0
pltexpa_A_1.rb,1926.01,1514.97,0.00158809,686,1820,1,1
TSOPF_RS_b678_c2.rb,1448.83,2873.75,0.499501,35696,35696,6,8
debr_G_02.rb,424.544,242.312,0.00112589,16,16,0,0
cca_G_07.rb,1234.14,1133.73,0.00219022,4608,4608,0,0
cca_G_06.rb,2155.28,1918.79,0.00144677,2048,2048,0,0
large_A_19.rb,1911.78,1594.79,0.00256693,4297,8625,1,1
wikipedia-20070206.rb,264.978,266.748,10.2559,3566907,3566907,1,1
c-54.rb,3533.1,3647.56,0.0137716,31793,31793,3,1
gams10am.rb,1300.5,795.08,0.00150489,114,171,0,0
StocF-1465.rb,1977.22,1958.98,0.852456,1465137,1465137,1,1
ex13.rb,4244.15,5836.58,0.00473189,2568,2568,2,2
hydr1c_Zeros_38.rb,81.404,106.051,0.00179705,5308,5308,0,0
dynamicSoaringProblem_3.rb,3807.46,3339.61,0.0228346,2871,2871,0,0
n3c5-b5.rb,1974.43,1440.29,0.00123657,210,252,0,0
ch4-4-b2.rb,1078.52,745.809,0.00187981,96,72,0,0
c-67b.rb,3228.39,3201.92,0.0188163,57975,57975,1,1
hydr1c_A_07.rb,1933.29,1722.53,0.00310738,5308,5308,0,0
cz20468.rb,2024.7,2015.02,0.0115427,20468,20468,1,1
west0479.rb,1741.43,1433.02,0.00130267,479,479,0,0
Reuters911_Day_41.rb,350.087,443.417,0.00308059,13332,13332,0,0
para-6.rb,1323.2,1410.67,0.302888,155924,155924,1,1
rajat15.rb,1550.12,1532.91,0.0263068,37261,37261,1,1
Hamrle2.rb,1933.59,1691.22,0.00265653,5952,5952,2,2
scagr7-2r.rb,1929.36,1564.39,0.00970918,32847,46679,1,1
extr1b_Zeros_01.rb,171.33,203.641,0.002037,2836,2836,0,0
t2d_q4_A_26.rb,2357.14,2546.19,0.00535902,9801,9801,3,1
GD01_c.rb,716.36,459.439,0.00136926,33,33,0,0
FA.rb,1147.31,1100.24,0.00651718,10617,10617,1,1
enron.rb,984.349,934.773,0.0230952,69244,69244,1,1
adder_dcop_56.rb,1451.25,1275.32,0.00214631,1813,1813,0,0
G15.rb,3888.2,3114.56,0.00143096,800,800,1,1
hydr1c_A_28.rb,1855.37,1633.67,0.00298134,5308,5308,0,0
mcca.rb,1801.96,1642.69,0.019943,180,180,0,0
eris1176.rb,3561.07,4766.8,0.00167223,1176,1176,3,1
co5.rb,1721.22,1620.68,0.00459065,5774,12325,1,1
extr1b_Zeros_10.rb,67.0841,86.3553,0.00186572,2836,2836,0,0
plddb_A_03.rb,1880.65,1465.29,0.00191551,3069,5049,1,1
cfd2.rb,2926.7,2936.31,0.0828455,123440,123440,2,1
d_pretok.rb,2543.07,2525.6,0.0567203,182730,182730,1,1
psmigr_2.rb,1572.76,2007.89,0.0357807,3140,3140,0,0
cat_ears_3_1.rb,1333.57,995.927,0.00148495,204,181,0,0
hydr1c_Zeros_30.rb,78.6705,102.721,0.00187633,5308,5308,0,0
nemsemm2.rb,1815.08,1771.12,0.0115008,6943,48878,1,1
af_shell3.rb,3117.65,4898.54,0.427997,504855,504855,5,5
air06.rb,1805.3,2325.24,0.00507606,825,8627,2,1
ash331.rb,1249.33,1183.97,0.00183868,331,104,0,0
scsd8-2r_A_08.rb,1998.91,2580.57,0.00274834,1290,9030,2,1
af_shell7.rb,3088.12,4851.41,0.409256,504855,504855,5,5
Chevron4.rb,1458.21,1388.6,0.339631,711450,711450,3,1
fpga_dcop_13.rb,1941.99,1629.53,0.00145508,1220,1220,1,1
aa6.rb,1823.95,2271.09,0.00408045,646,7292,2,1
oscil_dcop_12.rb,1674.88,1330.93,0.00135953,430,430,0,0
fpga_dcop_50.rb,1921.61,1618.28,0.00157302,1220,1220,0,0
G45.rb,3617.65,3172.87,0.00191848,1000,1000,0,0
large_A_29.rb,1950.66,1629.46,0.00252536,4302,8633,1,1
G19.rb,3868.78,3182.52,0.00143372,800,800,1,1
cage8.rb,2080.64,1963.37,0.00167669,1015,1015,1,1
cage9.rb,2043.89,1993.29,0.00339207,3534,3534,1,1
c-42.rb,3483.83,3670.75,0.00468853,10471,10471,3,1
viscorocks.rb,1565.81,2229.05,0.05141,37762,37762,4,1
b_dyn.rb,1879.36,1524.05,0.00165111,1089,1089,0,0
scsd8-2r.rb,2170.18,2676.07,0.0121689,8650,60550,2,1
Zhao1.rb,2043.42,1973.29,0.0107568,33861,33861,1,1
G47.rb,3597.64,3242.95,0.00175095,1000,1000,1,1
large_A_25.rb,1957.97,1624.41,0.00251551,4292,8631,1,1
ch4-4-b1.rb,692.605,500.449,0.00142084,72,16,0,0
Trec5.rb,99.1693,53.0763,0.00141926,3,7,0,0
c-39.rb,3404.2,3921.3,0.00556338,9271,9271,3,1
mplate.rb,3898.06,3890.43,0.0047651,5962,5962,1,1
hydr1c_Zeros_76.rb,84.2293,108.3,0.00178806,5308,5308,0,0
lshp1270.rb,3302.48,2834.01,0.0014574,1270,1270,1,1
H2O.rb,3096.53,3128.58,0.0607735,67024,67024,1,1
fpga_dcop_12.rb,1926.23,1585.74,0.00165599,1220,1220,0,0
Na5.rb,3642.27,4532.4,0.0088607,5832,5832,2,1
delf_A_04.rb,1977.65,1612.41,0.00220349,3065,6534,1,1
lowThrust_11.rb,3804.84,3618.19,0.00938629,18368,18368,0,0
air04.rb,1786.12,2318.79,0.0051913,823,8904,2,1
t2d_q9_A_10.rb,2373.31,2562.36,0.00535918,9801,9801,3,1
scagr7-2c_A_2.rb,1755.76,1318.91,0.00141958,623,887,0,0
t2d_q4_A_05.rb,2355.92,2588.17,0.00526316,9801,9801,3,1
oscil_dcop_16.rb,1683.06,1319.97,0.00128859,430,430,0,0
adder_dcop_55.rb,1458.13,1257.09,0.00204905,1813,1813,0,0
p6000.rb,1742.18,2136.87,0.002329,2095,7967,2,1
dwt_869.rb,3535.17,2827.73,0.00210609,869,869,0,0
adder_dcop_17.rb,1455.92,1352.74,0.00187109,1813,1813,1,1
gemat11.rb,1523.86,1872.72,0.00311188,4929,4929,2,1
ncvxqp3.rb,3183.73,2895.72,0.0200209,75000,75000,1,1
dictionary28.rb,787.484,848.873,0.0148382,52652,52652,0,0
scfxm1-2r_A_5.rb,2073.52,1708.06,0.00281702,4828,8375,1,1
steam2.rb,2118.29,4264.26,0.00167934,600,600,4,4
G57.rb,2847.43,2519.75,0.0022285,5000,5000,0,0
bfly_G_05.rb,2686.43,2295.58,0.00138939,896,896,0,0
ex18.rb,2217.08,2457.48,0.00454709,5773,5773,2,2
deter7.rb,1920.58,1656.9,0.0035451,6375,18153,1,1
plddb_A_06.rb,1904.35,1473.5,0.00195746,3069,5049,1,1
cavity01.rb,1965.2,2208.59,0.00158727,317,317,3,2
orani678.rb,1782.36,3200.0,0.00499211,2529,2529,3,1
g7jac050sc.rb,1910.95,1900.95,0.00957421,14760,14760,1,1
adder_dcop_62.rb,1462.95,1347.66,0.00188857,1813,1813,1,1
mk12-b1.rb,1425.15,1878.98,0.00209678,1485,66,0,0
usroads.rb,998.819,964.904,0.0295288,129164,129164,0,0
mesh2e1.rb,2994.5,2170.33,0.00143711,306,306,0,0
c-29.rb,3136.27,2892.95,0.00273818,5033,5033,3,1
hydr1c_A_31.rb,1870.16,1626.33,0.00301661,5308,5308,0,0
fpga_dcop_20.rb,1920.75,1636.09,0.00149287,1220,1220,1,1
extr1b_Zeros_35.rb,66.7624,83.6128,0.133874,2836,2836,0,0
sc205-2r_A_12.rb,1856.46,1564.2,0.0111302,35213,62423,1,1
rel7.rb,1543.71,1926.01,0.053932,21924,1045,0,0
mk9-b3.rb,1928.29,1483.39,0.00146876,945,1260,0,0
G30.rb,3338.38,3072.51,0.00227122,2000,2000,1,1
dixmaanl.rb,2956.87,2765.79,0.013316,60000,60000,1,1
fs_183_6.rb,1701.46,1405.95,0.0014004,183,183,0,0
sctap1-2c_A_1.rb,1841.86,1325.14,0.00138244,270,594,0,0
se_G_06.rb,1895.56,1408.88,0.0013191,256,256,0,0
commanche_dual.rb,1451.31,1293.74,0.00344543,7920,7920,0,0
adder_dcop_21.rb,1454.51,1330.62,0.00203336,1813,1813,1,1
n2c6-b8.rb,2285.17,1278.65,0.0021833,1470,3990,0,0
IG5-18.rb,1467.46,1372.7,0.130514,47894,41550,0,0
fpga_dcop_37.rb,1897.04,1616.39,0.00159027,1220,1220,0,0
flower_4_1.rb,1271.37,833.674,0.00123922,121,129,0,0
stomach.rb,1495.74,1519.24,0.161158,213360,213360,1,1
human_gene2.rb,2832.29,2915.82,0.654546,14340,14340,0,0
ss.rb,1571.73,1401.93,2.02032,1652680,1652680,2,1
GD99_c.rb,677.347,441.453,0.00144986,105,105,0,0
extr1b_A_20.rb,1753.62,1527.79,0.00209182,2836,2836,0,0
GL7d23.rb,710.058,698.294,0.228063,105054,349443,1,1
TSOPF_RS_b162_c1_b.rb,519.346,1381.23,0.00172817,5374,49,0,0
fs_541_3.rb,2161.67,1778.79,0.00143589,541,541,0,0
af_shell1.rb,3180.68,4854.04,0.422712,504855,504855,5,5
shermanACb.rb,1257.51,1229.47,0.00977442,18510,18510,1,1
hydr1c_A_22.rb,1963.03,1740.25,0.00313213,5308,5308,0,0
rajat17.rb,1290.98,1304.38,0.038985,94294,94294,1,1
debr_G_04.rb,1301.74,827.261,0.00158775,64,64,0,0
t2d_q4_A_12.rb,2371.91,2579.72,0.0219253,9801,9801,3,1
IG5-12.rb,1696.19,1982.73,0.00435362,2296,2875,0,0
stat96v3.rb,1344.8,2209.31,0.181253,33841,1113780,3,1
world.rb,1815.4,1599.48,0.0150579,34506,67147,1,1
c-34.rb,3359.19,3307.32,0.00332461,6611,6611,2,2
pltexpa.rb,2007.1,1741.12,0.0108752,26894,70364,1,1
tumorAntiAngiogenesis_3.rb,3250.36,2893.63,0.00135609,410,410,0,0
scrs8-2b.rb,1946.98,1521.91,0.00164947,1820,3499,1,1
nemspmm1.rb,1810.82,1798.46,0.00483134,2372,8903,0,0
GD99_b.rb,1288.17,826.686,0.00122872,64,64,0,0
ch7-9-b2.rb,1856.13,1741.87,0.00468673,17640,1512,1,1
nemscem.rb,1909.74,1506.52,0.00138543,651,1712,1,1
t2d_q9_A_17.rb,2256.83,2417.47,0.00547166,9801,9801,3,1
fs_541_4.rb,2185.47,1831.29,0.00137194,541,541,0,0
TSOPF_FS_b39_c19_b.rb,945.159,1965.81,0.00917771,76216,1,0,0
gent113.rb,1595.25,1195.78,0.00160712,113,113,0,0
cca_G_03.rb,1494.1,1063.3,0.00115884,160,160,0,0
Chevron3.rb,1509.36,1452.67,0.184435,381381,381381,3,1
nos1.rb,2251.06,1669.25,0.015724,237,237,0,0
qiulp.rb,1731.88,1405.58,0.00161268,1192,1900,0,0
G63.rb,4011.59,3567.89,0.00390338,7000,7000,1,1
g7jac010.rb,2003.77,1941.64,0.00218892,2880,2880,1,1
ch7-8-b1.rb,1401.09,1552.47,0.0354184,1176,56,0,0
spaceStation_8.rb,4042.0,3707.78,0.00177239,1157,1157,2,1
parabolic_fem.rb,1960.21,1900.26,0.160134,525825,525825,1,1
fs_183_3.rb,1635.07,1398.02,0.00137833,183,183,0,0
jagmesh8.rb,3239.01,2801.01,0.00147724,1141,1141,1,1
adder_dcop_09.rb,1453.77,1353.8,0.00191178,1813,1813,1,1
cbuckle_G.rb,3715.34,6956.58,0.0312468,13681,13681,6,1
GD97_a.rb,1513.26,1012.09,0.00158681,84,84,0,0
D_9.rb,1835.62,1705.21,0.00191058,815,1133,1,1
dwt_607.rb,3374.67,2451.58,0.00183869,607,607,0,0
complex.rb,1901.72,2493.79,0.0249848,1023,1408,3,1
hydr1c_A_48.rb,1971.68,1703.87,0.00312365,5308,5308,0,0
scrs8-2r_A_04.rb,1868.53,1308.82,0.00152104,784,1501,0,0
Reuters911_Day_30.rb,376.636,475.483,0.00313725,13332,13332,0,0
Reuters911_Day_61.rb,330.408,259.178,0.0025301,13332,13332,1,1
lshp1561.rb,3396.08,2951.95,0.00158358,1561,1561,1,1
ship_001.rb,2961.04,4400.52,0.104183,34920,34920,4,1
tsyl201.rb,3114.44,5428.43,0.0534062,20685,20685,3,3
fome11.rb,997.466,944.129,0.00683957,12142,24460,1,1
can_292.rb,3027.73,2370.39,0.00131934,292,292,0,0
G5.rb,3963.8,3548.76,0.00244476,800,800,0,0
extr1b_Zeros_11.rb,67.6015,85.026,0.00184779,2836,2836,0,0
SiH4.rb,3768.37,3691.3,0.00554647,5041,5041,1,1
mark3jac020sc.rb,2068.1,2033.97,0.00422846,9129,9129,1,1
venkat25.rb,1594.44,2752.25,0.0851575,62424,62424,4,4
large_A_24.rb,1961.51,1617.2,0.00257929,4302,8624,1,1
seymourl.rb,1284.34,1699.91,0.0064397,4944,6316,3,1
kneser_8_3_1.rb,1328.52,1504.58,0.00606453,15737,15681,0,0
hydr1c_A_55.rb,1867.59,1602.85,0.00287901,5308,5308,0,0
debr_G_13.rb,2987.06,2155.0,0.011961,32768,32768,0,0
nemeth05.rb,4294.75,6838.74,0.00989357,9506,9506,3,1
L-9.rb,2893.34,2603.46,0.00541771,17983,17983,0,0
rajat04.rb,1889.02,1785.74,0.00170867,1041,1041,1,1
viscoplastic1_C_7.rb,2159.3,2248.1,0.0043453,4326,4326,3,1
sctap1-2r_A_03.rb,1991.22,1546.24,0.00141651,510,1122,1,1
TSOPF_RS_b300_c1_b.rb,551.268,1511.33,0.00253751,14538,137,0,0
freeFlyingRobot_9.rb,3467.74,3195.64,0.00243649,4778,4778,1,1
cage_G_10.rb,986.216,605.412,0.00110028,58,58,0,0
G32.rb,2563.56,2198.56,0.0016923,2000,2000,0,0
lnsp_511.rb,1881.63,1559.06,0.00131002,511,511,1,1
n2c6-b3.rb,1993.7,1889.24,0.0017586,1365,455,0,0
G1.rb,3941.94,3730.16,0.00219973,800,800,1,1
problem.rb,559.926,300.972,0.0119248,12,46,0,0
scfxm1-2b.rb,2091.67,1661.17,0.0101225,19036,33047,0,0
orbitRaising_4.rb,3444.71,3041.02,0.00211327,915,915,0,0
adder_dcop_01.rb,1440.57,1302.81,0.00182708,1813,1813,1,1
pltexpa_A_4.rb,1977.05,1703.0,0.0113223,28350,74172,1,1
GL7d20.rb,290.743,321.863,5.74056,1437547,1911130,0,0
rail2586.rb,895.777,1291.11,0.519678,2586,923269,0,0
dwt_1242.rb,3473.42,3192.43,0.00149993,1242,1242,3,1
debr_G_08.rb,2771.43,2000.08,0.00134822,1024,1024,0,0
invextr1_new.rb,1437.43,1634.9,0.18602,30412,30412,0,0
bodyy6.rb,3163.39,3289.2,0.00666403,19366,19366,2,1
extr1b_A_34.rb,1956.13,1551.75,0.00190252,2836,2836,1,1
saylr1.rb,1835.6,1357.16,0.00123066,238,238,0,0
mahindas.rb,1602.12,1708.57,0.00174339,1258,1258,2,1
Trec9.rb,1788.06,1630.48,0.0166408,47,201,0,0
bayer09.rb,2009.06,1712.03,0.00243257,3083,3083,3,1
dawson5.rb,3247.8,3149.02,0.0294941,51537,51537,2,1
bp_0.rb,1672.3,1499.0,0.00151588,822,822,0,0
small_A_17.rb,1863.08,1420.59,0.00134969,677,1400,1,1
cavity25.rb,2132.35,3099.35,0.00805667,4562,4562,3,1
oscil_dcop_20.rb,1697.93,1259.49,0.00130175,430,430,0,0
ccc_G_03.rb,1670.1,1187.76,0.0011256,160,160,0,0
Reuters911_Day_58.rb,297.068,388.361,0.00300703,13332,13332,0,0
rat_A_1.rb,2207.73,2513.8,0.00555988,3136,9408,3,1
oscil_dcop_39.rb,1680.74,1325.31,0.00127301,430,430,0,0
c-43.rb,3593.97,3815.24,0.00495978,11125,11125,3,1
lp22.rb,1899.85,1877.74,0.00500092,2958,16392,1,1
Reuters911_Day_06.rb,682.953,750.111,0.0033956,13332,13332,0,0
cont1_l.rb,1155.24,1077.98,0.667158,1918399,1921596,1,1
graham1.rb,1895.8,2602.65,0.0167272,9035,9035,3,1
delf_A_11.rb,1955.39,1590.39,0.0023139,3147,6622,1,1
se_G_08.rb,2239.26,1709.55,0.00137012,1024,1024,0,0
mesh3em5.rb,2916.11,2135.41,0.00173759,289,289,0,0
pds-50.rb,1020.86,1152.84,0.0561437,83060,275814,0,0
FX_March2010.rb,1631.16,1643.8,0.016204,1319,9498,1,1
fs_541_1.rb,2097.28,1797.77,0.0014214,541,541,0,0
hydr1c_Zeros_75.rb,86.7002,110.29,0.00236454,5308,5308,0,0
can_62.rb,1132.74,696.309,0.00152766,62,62,0,0
bcsstm34.rb,4326.62,6989.09,0.00169778,588,588,6,2
USAir97.rb,3429.99,3054.7,0.00131964,332,332,0,0
GaAsH6.rb,2949.45,2929.98,0.177862,61349,61349,2,1
freeFlyingRobot_16.rb,3188.67,2926.29,0.00329954,6078,6078,0,0
raefsky4.rb,3299.11,4960.12,0.0325336,19779,19779,3,1
hydr1c_A_60.rb,1801.62,1615.27,0.00315746,5308,5308,0,0
delf_A_14.rb,1943.32,1626.54,0.00237704,3116,6591,1,1
lutz30-23-b6.rb,2224.15,1891.33,0.00197694,1716,3003,1,1
t2d_q4_A_35.rb,2278.6,2543.25,0.00535217,9801,9801,3,1
Reuters911_Day_64.rb,304.281,402.033,0.00304311,13332,13332,0,0
m133-b3.rb,1220.56,1228.72,0.0854065,200200,200200,0,0
cop20k_A.rb,2453.76,3164.18,0.0819964,121192,121192,2,1
impcol_b.rb,1197.44,729.195,0.00128701,59,59,0,0
stat96v1.rb,1558.58,2858.16,0.0619193,5995,197472,3,4
