Name,MFLOPS_observed,MFLOPS_tuned,Time,Row,Col,BlockRow,BlockCol
kim1.rb,1654.84,1963.65,0.04386,38415,38415,3,1
hydr1c_Zeros_18.rb,85.5255,109.993,0.00184919,5308,5308,0,0
tube1.rb,3839.89,5774.72,0.0213063,21498,21498,4,1
hydr1c_A_58.rb,1853.12,1654.82,0.00310844,5308,5308,0,0
hydr1c_A_45.rb,1863.94,1679.47,0.00317203,5308,5308,0,0
G21.rb,3865.36,3069.71,0.00142802,800,800,1,1
model9.rb,1792.07,1942.91,0.00452828,2879,10939,2,1
fpga_dcop_40.rb,1932.48,1596.11,0.0015919,1220,1220,0,0
rat_A_3.rb,1931.83,3027.51,0.0137282,3136,9408,3,1
cavity10.rb,1991.62,3100.18,0.00569952,2597,2597,3,1
df2177.rb,1971.92,1908.74,0.00257147,630,10358,1,1
cage_G_35.rb,815.3,550.711,0.00125659,30,30,0,0
wheel_4_1.rb,635.721,348.664,0.00121142,36,41,0,0
ash292.rb,2729.56,1921.94,0.00128105,292,292,0,0
dgreen.rb,926.829,851.552,3.03456,1200611,1200611,1,1
t2d_q9_A_16.rb,2319.92,2545.41,0.00537055,9801,9801,3,1
TSOPF_FS_b9_c6_b.rb,932.872,1612.69,0.00264938,14454,1,0,0
large_A_02.rb,1826.19,1482.3,0.00238061,4162,8496,1,1
west0132.rb,993.342,727.9,0.00116169,132,132,0,0
Long_Coup_dt6.rb,3145.89,4950.92,2.13281,1470152,1470152,4,4
sherman5.rb,1970.77,2285.93,0.00231993,3312,3312,3,3
gams60am.rb,1707.09,1328.65,0.00133457,714,1071,0,0
bp_1400.rb,1770.38,1429.99,0.00169465,822,822,0,0
cage_G_08.rb,973.685,603.061,0.00128709,58,58,0,0
wave.rb,2629.01,2676.17,0.102884,156317,156317,0,0
fv3.rb,3386.66,3342.09,0.00588507,9801,9801,3,1
n4c6-b2.rb,1763.25,1880.43,0.00164082,1330,210,0,0
cz5108.rb,1985.51,1747.71,0.00372765,5108,5108,1,1
large_A_12.rb,1951.86,1461.31,0.00254518,4236,8576,1,1
sc205-2r_A_04.rb,1530.4,1053.61,0.00134682,607,1076,0,0
scfxm1-2r_A_7.rb,2089.76,1804.03,0.00633503,14300,24823,1,1
D_10.rb,1587.46,1589.01,0.00171288,460,816,1,1
scrs8-2r_A_02.rb,1537.92,1035.47,0.0012439,252,475,0,0
troll.rb,2778.19,4734.01,0.266537,213453,213453,3,3
graphics.rb,2024.97,1794.69,0.00851327,29493,11822,3,1
ccc_G_05.rb,2243.51,1881.95,0.00131292,896,896,0,0
GL7d25.rb,1792.93,1682.25,0.00609622,2798,21074,1,1
sc205-2r_A_10.rb,1926.5,1507.59,0.00343273,8813,15623,1,1
Transport.rb,1685.81,1519.38,1.3699,1602111,1602111,2,1
Reuters911_Day_33.rb,367.369,488.284,0.00309225,13332,13332,0,0
nnc261.rb,1833.98,1414.72,0.00137918,261,261,0,0
Flan_1565.rb,3246.74,4674.67,2.73815,1564794,1564794,3,3
cavity07.rb,2078.11,3027.3,0.00285965,1182,1182,3,1
ASIC_680ks.rb,836.871,767.474,0.193976,682712,682712,1,1
t2d_q9_A_13.rb,2350.79,2569.97,0.00562959,9801,9801,3,1
bcsstk06.rb,3887.22,4691.55,0.00140684,420,420,3,1
lowThrust_7.rb,3818.59,3557.98,0.00725104,17378,17378,1,1
wikipedia-20051105.rb,425.462,394.594,3.42553,1634989,1634989,1,1
extr1b_Zeros_34.rb,56.3848,67.4224,0.00205791,2836,2836,0,0
hydr1c_A_33.rb,1854.82,1365.23,0.00294503,5308,5308,0,0
Ga3As3H12.rb,2592.88,2819.78,0.374956,61349,61349,3,1
dwt_245.rb,2781.99,1971.67,0.00182942,245,245,0,0
SciMet.rb,767.477,743.042,0.00207923,3084,3084,1,1
c-65.rb,2758.06,2767.31,0.0140725,48066,48066,1,1
mk13-b5.rb,1193.05,1021.84,0.0609697,135135,270270,1,1
freeFlyingRobot_12.rb,3323.23,2761.56,0.00239079,5578,5578,1,1
bcsstm12.rb,3799.99,3807.83,0.00160261,1473,1473,3,3
ge.rb,1583.2,1234.05,0.00425368,10099,16369,1,1
oscil_dcop_53.rb,1530.91,1245.55,0.0012611,430,430,0,0
can_161.rb,3040.98,2176.73,0.00168966,161,161,0,0
oscil_dcop_49.rb,1631.86,1340.47,0.0014486,430,430,0,0
saylr4.rb,2761.93,2596.34,0.0019663,3564,3564,1,1
oscil_dcop_28.rb,1456.45,1174.39,0.00172248,430,430,0,0
kineticBatchReactor_3.rb,3434.16,3359.29,0.00277994,5082,5082,1,1
impcol_a.rb,1339.48,1001.45,0.0016213,207,207,0,0
tumorAntiAngiogenesis_2.rb,2625.43,1394.65,0.00192094,305,305,4,4
n2c6-b9.rb,2111.34,1429.11,0.00130069,306,1470,1,1
delf_A_25.rb,2044.45,1629.16,0.0021056,3197,6664,1,1
ccc_G_09.rb,2424.84,2218.75,0.00568582,22528,22528,0,0
oscil_dcop_19.rb,1654.77,1323.86,0.00124977,430,430,0,0
mark3jac120.rb,1909.77,1886.92,0.0204683,54929,54929,1,1
g7jac120.rb,1639.46,1624.8,0.0286552,35550,35550,1,1
ch7-6-b5.rb,1988.59,1794.87,0.00316855,5040,15120,1,1
hydr1c_Zeros_57.rb,82.3148,105.592,0.00189982,5308,5308,0,0
orbitRaising_2.rb,3427.24,2665.52,0.00148502,739,739,0,0
D_11.rb,1553.46,1302.15,0.0020799,169,461,1,1
crankseg_1.rb,2649.43,4008.75,0.298959,52804,52804,4,1
EVA.rb,438.749,525.579,0.00492121,8497,8497,0,0
GD95_b.rb,498.917,306.418,0.0011585,73,73,0,0
Alemdar.rb,1692.57,1590.04,0.00294808,6245,6245,1,1
dwt_592.rb,3327.81,2522.33,0.00130786,592,592,2,1
dwt_193.rb,3413.67,3082.13,0.00168744,193,193,0,0
extr1b_Zeros_20.rb,65.8794,76.4483,0.00187191,2836,2836,0,0
mono_500Hz.rb,1343.67,1361.4,0.286691,169410,169410,1,1
hydr1c_A_44.rb,1872.1,1578.45,0.00292283,5308,5308,0,0
sc205-2r_A_11.rb,1929.19,1557.47,0.00587004,17613,31223,1,1
Sieber.rb,1937.17,2509.87,0.00174916,2290,2290,2,2
TF18.rb,1367.95,1373.0,0.0977043,95368,123867,1,1
TSOPF_FS_b39_c30_b.rb,960.132,1844.25,0.0151431,120216,1,7,1
extr1b_Zeros_28.rb,68.5207,80.912,0.00147819,2836,2836,0,0
scsd8-2b.rb,2172.04,2695.95,0.00724481,5130,35910,2,1
208bit.rb,1403.69,1503.6,0.0241897,24430,24421,1,1
cage_G_24.rb,1087.83,703.243,0.00121959,70,70,0,0
t2d_q9.rb,2341.92,2560.63,0.00533265,9801,9801,3,1
176bit.rb,1645.51,1532.3,0.00635098,7441,7431,1,1
cage_G_25.rb,1100.83,704.872,0.00118809,70,70,0,0
extr1b_Zeros_30.rb,58.3537,84.6237,0.00191599,2836,2836,0,0
t2d_q9_A_30.rb,2326.0,2361.69,0.0054192,9801,9801,3,1
lshp_577.rb,2593.22,2369.38,0.00156043,577,577,0,0
dielFilterV3clx.rb,2995.69,2734.44,0.97127,420408,420408,3,1
nsic_A_2.rb,1833.51,1486.88,0.00140654,465,897,0,0
kleemin_A_2.rb,113.89,51.675,0.00113375,4,8,0,0
nv1.rb,1397.8,1520.68,0.166832,75468,75468,1,1
ex32.rb,3300.61,3378.69,0.00216962,1159,1159,1,1
ESOC.rb,1587.87,2008.8,0.417927,327062,37830,2,1
kneser_6_2_1.rb,1418.3,1079.44,0.00165839,601,676,0,0
celegans_metabolic.rb,2736.63,2940.82,0.00142298,453,453,0,0
hydr1c_A_15.rb,1702.26,1509.95,0.00352558,5308,5308,0,0
pkustk14.rb,2664.06,3499.76,0.363775,151926,151926,3,1
ch7-6-b2.rb,1691.93,1900.5,0.00244976,4200,630,0,0
plddb_A_04.rb,1862.02,1428.57,0.00193185,3069,5049,1,1
model3.rb,1719.13,1643.56,0.00257277,1609,4578,1,1
ccc_G_04.rb,1985.63,1458.55,0.00127827,384,384,0,0
Reuters911_Day_44.rb,358.717,448.977,0.0030779,13332,13332,0,0
extr1b_Zeros_17.rb,66.1226,84.3266,0.00137291,2836,2836,0,0
TEM152078.rb,2926.83,3890.01,0.150387,152078,152078,2,2
ts-palko.rb,1534.79,1354.52,0.0720873,22002,47235,0,0
hydr1c_Zeros_36.rb,80.1212,102.463,0.00184483,5308,5308,0,0
G35.rb,3363.23,2437.0,0.00247764,2000,2000,0,0
TSOPF_RS_b162_c3_b.rb,525.483,1245.05,0.00268585,15374,49,0,0
utm5940.rb,1857.92,2599.42,0.0316779,5940,5940,5,1
ljournal-2008.rb,454.711,479.679,9.98648,5363260,5363260,1,1
t2d_q4_A_41.rb,2217.27,2352.25,0.00547044,9801,9801,3,1
bayer03.rb,1960.57,1840.24,0.00436719,6747,6747,3,1
pds-80.rb,854.106,1065.91,0.092867,129181,434580,0,0
scagr7-2r_A_11.rb,1777.08,1493.78,0.0105249,32847,46679,1,1
bcsstm13.rb,2898.01,2851.36,0.00201135,2003,2003,1,1
co9.rb,1600.99,1474.18,0.00787305,10789,22924,1,1
TSOPF_FS_b300_c3.rb,2797.89,5819.89,0.347373,84414,84414,6,3
sc205-2r_A_08.rb,1729.23,1381.64,0.00180996,2213,3923,1,1
debr_G_09.rb,2445.27,1999.89,0.00199398,2048,2048,0,0
small_A_03.rb,1718.9,1257.68,0.00159922,713,1440,0,0
g7jac140.rb,1392.22,1461.59,0.0441285,41490,41490,0,0
ibm32.rb,680.732,406.328,0.00122228,32,32,0,0
viscoplastic1_C_2.rb,2014.25,2141.11,0.00451103,4326,4326,3,1
TSOPF_RS_b300_c1.rb,1389.08,2768.33,0.0736768,14538,14538,6,5
n2c6-b7.rb,2212.07,1980.99,0.00294319,3990,5715,1,1
c-64.rb,2722.38,3428.32,0.0251599,51035,51035,3,1
delf_A_28.rb,2002.0,1648.42,0.00211241,3177,6652,1,1
sherman4.rb,1743.6,1234.12,0.00136696,1104,1104,1,1
fs_680_2.rb,1782.26,1443.86,0.00131269,680,680,0,0
bcsstk28.rb,4047.2,7277.36,0.00617669,4410,4410,3,1
oscil_dcop_08.rb,1661.21,1236.65,0.00142644,430,430,0,0
dynamicSoaringProblem_6.rb,3644.16,3179.59,0.00476262,3431,3431,2,1
viscoplastic1.rb,2017.05,2176.14,0.00504247,4326,4326,3,1
Reuters911_Day_46.rb,318.076,408.992,0.00321984,13332,13332,0,0
bcsstk36.rb,2933.76,4582.03,0.0308003,23052,23052,3,1
cca_G_09.rb,1059.35,1030.07,0.00604807,22528,22528,0,0
Linux_call_graph.rb,588.992,544.285,0.125122,324085,324085,1,1
mult_dcop_02.rb,975.817,1023.18,0.0175739,25187,25187,1,1
lowThrust_1.rb,3242.87,2914.98,0.00131201,584,584,0,0
hangGlider_3.rb,3639.39,3336.1,0.00409353,10260,10260,1,1
bfly_G_02.rb,1229.45,815.137,0.001122,64,64,0,0
Stanford.rb,614.639,687.219,0.247778,281903,281903,0,0
young2c.rb,1942.38,1608.34,0.00148817,841,841,1,1
Pd_b.rb,638.203,478.906,0.00289777,8081,12406,0,0
ch7-7-b2.rb,1801.81,2128.62,0.00317493,7350,882,0,0
t2d_q4_A_13.rb,2296.66,2535.42,0.00542364,9801,9801,3,1
skirt.rb,2783.87,3376.97,0.00742283,12598,12598,3,1
large_A_04.rb,1733.51,1600.49,0.00252988,4200,8536,1,1
ch7-6-b1.rb,1243.68,1610.96,0.00194061,630,42,0,0
onera_dual.rb,1581.31,1339.31,0.0212846,85567,85567,1,1
cca.rb,997.889,966.821,0.0125954,49152,49152,0,0
nemeth13.rb,4219.71,5264.47,0.0114221,9506,9506,4,1
mark3jac140sc.rb,1539.02,1529.04,0.0271508,64089,64089,1,1
Reuters911_Day_60.rb,331.832,402.865,0.00310169,13332,13332,0,0
abb313.rb,1514.86,1205.18,0.00220428,313,176,0,0
bfly_G_08.rb,1432.02,1282.72,0.00382068,10240,10240,0,0
hydr1c_Zeros_03.rb,142.6,194.243,0.00318659,5308,5308,0,0
se_G_11.rb,2058.17,2204.7,0.00363218,8192,8192,0,0
cavity23.rb,2061.62,3008.65,0.00838298,4562,4562,3,1
radfr1.rb,1933.6,1858.51,0.00238919,1048,1048,3,1
Journals.rb,3149.74,3385.53,0.0288638,124,124,0,0
dwt_307.rb,3233.16,2306.11,0.00188739,307,307,0,0
hangGlider_4.rb,3633.97,3027.18,0.00713979,15561,15561,0,0
cage_G_09.rb,717.468,439.605,0.00119303,58,58,0,0
freeFlyingRobot_5.rb,3066.62,3249.31,0.00187001,2878,2878,2,1
dynamicSoaringProblem_8.rb,3659.72,3541.05,0.00238824,3543,3543,2,1
email.rb,3255.44,2647.39,0.00169495,1133,1133,0,0
adder_dcop_57.rb,1307.27,1322.98,0.00190504,1813,1813,1,1
extr1b_A_28.rb,1633.03,1466.58,0.00216928,2836,2836,0,0
sctap1-2r_A_04.rb,1937.81,1347.28,0.00177691,990,2178,0,0
bfly_G_06.rb,2258.01,1724.54,0.00164283,2048,2048,0,0
Si41Ge41H72.rb,2669.57,2823.55,0.402278,185639,185639,3,1
oscil_dcop_32.rb,1665.45,1308.63,0.00137046,430,430,0,0
scsd8-2r_A_09.rb,2094.98,2556.9,0.00384262,2170,15190,2,1
t2d_q9_A_31.rb,2342.12,2536.28,0.00524515,9801,9801,3,1
smt.rb,2917.59,3866.19,0.0933836,25710,25710,4,1
p0548.rb,1886.01,1419.77,0.00129788,176,724,1,1
poli3.rb,681.523,790.72,0.00573103,16955,16955,0,0
gre_216a.rb,1695.53,1052.31,0.00140653,216,216,1,1
t2d_q9_A_06.rb,2223.51,2435.98,0.00543318,9801,9801,3,1
n3c5-b4.rb,1791.48,1287.46,0.00153124,252,210,0,0
TSOPF_FS_b300_c2_b.rb,944.164,1930.48,0.00630194,56814,1,0,0
rajat09.rb,2766.87,2434.98,0.00562079,24482,24482,1,1
dwt_234.rb,1948.95,1433.17,0.0012514,234,234,0,0
gen1.rb,1801.05,2075.19,0.00451736,769,2561,2,1
p0201.rb,1816.93,1548.6,0.00133578,133,334,0,0
TSOPF_FS_b9_c1_b.rb,896.524,1588.74,0.00157001,2454,1,0,0
G28.rb,3321.04,2494.87,0.00220817,2000,2000,1,1
hydr1c_A_06.rb,1927.07,1695.8,0.00311339,5308,5308,0,0
cegb3024.rb,3887.12,6579.56,0.00301024,3024,3024,2,2
af_3_k101.rb,3186.41,4972.68,0.434538,503625,503625,5,5
scrs8-2r_A_05.rb,1879.33,1406.85,0.00144924,924,1771,1,1
nemeth20.rb,3602.41,7218.84,0.0215489,9506,9506,4,1
g7jac040.rb,1833.07,1840.46,0.00919297,11790,11790,1,1
rosen2.rb,1871.96,4510.01,0.0142319,1032,3080,8,8
extr1b_Zeros_21.rb,63.8525,84.5336,0.00205587,2836,2836,0,0
mk10-b1.rb,1319.46,1599.88,0.00197031,630,45,0,0
windtunnel_evap2d.rb,2119.34,2019.18,0.0134702,8256,8256,2,1
imagesensor.rb,1468.82,1471.52,0.10246,118758,118758,1,1
air05.rb,1765.78,2199.86,0.00401237,426,7195,2,1
small_A_01.rb,1836.7,1355.43,0.00138966,709,1435,1,1
fpga_dcop_08.rb,1892.64,1515.66,0.00155251,1220,1220,1,1
Hamrle3_b.rb,0.304459,1.56291,0.353358,1447360,1,0,0
reorientation_1.rb,3556.59,2930.35,0.00148433,677,677,0,0
bcspwr08.rb,1896.01,1613.55,0.00179823,1624,1624,0,0
t2d_q4_A_31.rb,2347.63,2455.52,0.00916778,9801,9801,3,1
bayer08.rb,1952.38,1863.71,0.00280461,3008,3008,3,1
cegb2919.rb,3828.15,8780.27,0.00783909,2919,2919,3,3
lns_131.rb,1402.01,1054.34,0.00159555,131,131,0,0
hydr1c_Zeros_10.rb,145.586,201.571,0.0180289,5308,5308,0,0
scrs8-2r_A_10.rb,1717.48,1129.73,0.00694557,14364,27691,1,1
kineticBatchReactor_8.rb,3635.59,3313.32,0.00527707,8052,8052,1,1
grid2_dual.rb,2798.92,2345.01,0.00187441,3136,3136,0,0
c-19.rb,3182.3,3278.22,0.00189378,2327,2327,2,1
tandem_vtx.rb,2159.45,2134.78,0.00947845,18454,18454,1,1
g7jac200sc.rb,1543.29,1520.27,0.0613068,59310,59310,0,0
t2d_q4_A_10.rb,2325.97,2505.86,0.00530375,9801,9801,3,1
nasa2910.rb,3824.1,8328.47,0.00488733,2910,2910,5,5
netz4504.rb,2188.69,1984.81,0.00160549,1961,1961,0,0
scagr7-2c.rb,1834.81,1455.75,0.00192258,2447,3479,0,0
large_A_18.rb,1919.2,1579.32,0.00272154,4277,8608,1,1
scrs8-2r_A_09.rb,1909.15,1576.42,0.00325096,7196,13867,1,1
GL7d10.rb,64.6688,31.3158,0.00124894,1,60,0,0
extr1b_A_14.rb,1686.79,1487.4,0.00217367,2836,2836,0,0
G26.rb,3247.08,2915.12,0.00230963,2000,2000,1,1
raefsky1.rb,1827.71,3778.31,0.0135655,3242,3242,3,2
bcsstk33.rb,3828.53,6112.43,0.0147274,8738,8738,3,1
bcspwr03.rb,1642.52,1145.77,0.00119981,118,118,0,0
hydr1c_Zeros_43.rb,76.4019,101.219,0.00187175,5308,5308,0,0
rail4284.rb,813.278,1193.73,0.761079,4284,1096894,0,0
fpga_dcop_16.rb,1883.15,1556.87,0.00165328,1220,1220,0,0
extr1b_A_21.rb,1856.59,1685.1,0.00266884,2836,2836,0,0
nemeth06.rb,4205.95,6399.49,0.00965662,9506,9506,3,1
hydr1c_Zeros_12.rb,79.5745,102.256,0.00193792,5308,5308,0,0
G59.rb,3956.39,3201.99,0.00288666,5000,5000,1,1
shar_te2-b3.rb,1213.2,1209.86,0.0832573,200200,200200,0,0
Tina_AskCog.rb,270.397,140.819,0.00121588,11,11,0,0
hydr1c_Zeros_19.rb,85.9349,102.71,0.00186023,5308,5308,0,0
rosen8.rb,1811.75,1725.76,0.0199481,520,1544,0,0
Reuters911_Day_34.rb,342.613,430.451,0.00324171,13332,13332,0,0
TF17.rb,1399.49,1251.15,0.0417485,38132,48630,1,1
D_5.rb,1624.71,1346.34,0.00165273,434,115,0,0
sstmodel.rb,1899.73,1815.92,0.00201313,3345,3345,1,1
ex28.rb,2081.3,3623.09,0.00475149,2603,2603,4,1
oscil_dcop_01.rb,1632.3,1302.48,0.00144849,430,430,0,0
nemeth22.rb,3196.19,6115.72,0.0299749,9506,9506,4,1
rajat14.rb,1743.8,1537.52,0.0353714,180,180,0,0
CurlCurl_2.rb,2451.78,2367.21,0.309754,806529,806529,1,1
IG5-14.rb,1837.39,1999.7,0.0125051,6735,7621,0,0
delf_A_29.rb,1939.57,1551.91,0.00247513,3179,6654,1,1
tumorAntiAngiogenesis_4.rb,3196.99,2826.43,0.00134362,455,455,0,0
Tina_DisCog.rb,353.117,198.146,0.0121331,11,11,0,0
rajat22.rb,1342.5,1290.57,0.0132391,39899,39899,1,1
stokes64s.rb,4061.97,3600.69,0.00501371,12546,12546,2,1
sherman2.rb,1947.19,3272.71,0.00241461,1080,1080,6,1
sctap1-2r.rb,2070.49,1820.58,0.0124247,28830,63426,1,1
c-36.rb,3354.22,3320.21,0.00392283,7479,7479,1,1
ct20stif.rb,2963.37,3816.24,0.0654342,52329,52329,4,1
ex3.rb,4090.01,4969.55,0.00238646,1821,1821,2,2
cont-300.rb,2648.33,2267.28,0.057065,180895,180895,0,0
cis-n4c6-b13.rb,2165.72,1993.37,0.00643964,6300,25605,1,1
G38.rb,3957.37,3391.63,0.00195938,2000,2000,1,1
hydr1c_Zeros_25.rb,81.5434,108.44,0.0018581,5308,5308,0,0
pkustk06.rb,2933.74,5639.35,0.0575064,43164,43164,6,6
dynamicSoaringProblem_2.rb,3593.06,2999.51,0.00171892,1591,1591,3,1
n2c6-b6.rb,2183.85,1957.5,0.00370973,5715,4945,1,1
extr1b_Zeros_41.rb,66.6932,83.2637,0.00197022,2836,2836,0,0
cage_G_28.rb,1936.78,1488.6,0.00134004,272,272,0,0
Harvard500.rb,1724.97,1253.55,0.00141473,500,500,3,1
n4c5-b8.rb,2244.96,1250.5,0.00252795,1895,3635,0,0
c-33.rb,3355.61,3295.1,0.00291912,6317,6317,1,1
Reuters911_Day_42.rb,298.348,387.148,0.00302511,13332,13332,0,0
patents_main.rb,474.527,461.308,0.0879008,240547,240547,0,0
mesh1e1.rb,1478.54,935.264,0.00124631,48,48,0,0
s3dkq4m2.rb,2873.57,4415.23,0.109898,90449,90449,4,1
trdheim.rb,3107.82,6380.84,0.0423479,22098,22098,6,6
kleemin_A_4.rb,210.688,111.509,0.00152785,6,12,0,0
oscil_dcop_54.rb,1648.65,1165.66,0.00141255,430,430,0,0
scsd8-2r_A_05.rb,2179.73,2673.82,0.00268897,550,3850,2,2
G54.rb,4162.63,3280.59,0.00164238,1000,1000,1,1
large_A_35.rb,1922.25,1593.71,0.0024467,4294,8626,1,1
hydr1c_A_49.rb,1847.47,1627.73,0.00301299,5308,5308,0,0
aircraft.rb,2109.08,1790.05,0.0024573,3754,7517,1,1
cz40948.rb,1806.93,1843.6,0.0229606,40948,40948,1,1
nasa1824.rb,4094.92,3977.82,0.00218221,1824,1824,3,1
hydr1c_Zeros_40.rb,79.7232,103.322,0.00184048,5308,5308,0,0
bcsstm07.rb,3930.91,4312.52,0.00132234,420,420,3,1
n4c6-b5.rb,1961.6,1849.25,0.0198787,51813,20058,1,1
whitaker3.rb,1829.31,1824.97,0.00417597,9800,9800,0,0
ex36.rb,2126.7,2027.96,0.00384958,3079,3079,1,1
hydr1c_A_61.rb,1976.28,1613.75,0.00287314,5308,5308,1,1
sc205-2r_A_09.rb,1902.99,1507.59,0.00223934,4413,7823,1,1
flower_5_1.rb,1400.99,1025.5,0.0013764,211,201,0,0
large_A_09.rb,1916.28,1611.8,0.00245701,4248,8587,1,1
stokes64.rb,4048.81,4045.62,0.00513678,12546,12546,2,1
impcol_e.rb,1829.36,1371.61,0.00181947,225,225,0,0
c-66.rb,3017.7,3284.78,0.0175848,49989,49989,2,1
reorientation_3.rb,3766.27,3276.53,0.00245434,2513,2513,0,0
indochina-2004.rb,1375.81,1718.53,12.02,7414866,7414866,3,1
pkustk12.rb,2821.93,4242.02,0.165605,94653,94653,3,1
t2d_q9_A_28.rb,2276.17,2536.29,0.00530127,9801,9801,3,1
TSOPF_FS_b162_c3_b.rb,967.523,1925.96,0.00424349,30798,1,0,0
cage_G_39.rb,2591.79,1725.57,0.00127362,94,94,0,0
n3c4-b4.rb,233.504,123.689,0.00141658,6,15,0,0
shar_te2-b1.rb,1515.85,1981.62,0.00599774,17160,286,0,0
pores_2.rb,2070.85,2806.44,0.00172486,1224,1224,2,1
extr1b_A_09.rb,1725.8,1501.16,0.00204163,2836,2836,0,0
oscil_dcop_34.rb,1636.98,1295.2,0.00132557,430,430,0,0
bcspwr09.rb,2214.48,2075.81,0.00161593,1723,1723,0,0
cavity14.rb,2014.83,3019.41,0.00566146,2597,2597,3,1
lp_nug06.rb,1976.78,1532.51,0.00143743,372,486,0,0
lshp1882.rb,3358.1,2962.12,0.0015573,1882,1882,1,1
ex3sta1.rb,1849.89,1485.92,0.00566142,17443,17516,1,1
c-70.rb,2788.46,3010.29,0.0227968,68924,68924,1,1
debr_G_10.rb,2934.56,2091.21,0.00297773,4096,4096,0,0
3D_28984_Tetra.rb,1679.73,3338.75,0.0269216,28984,28984,3,3
Ill_Stokes.rb,1667.74,1758.49,0.0134885,20896,20896,1,1
fpga_dcop_44.rb,1902.21,1577.58,0.00192559,1220,1220,0,0
hydr1c_Zeros_22.rb,84.1065,108.539,0.0017955,5308,5308,0,0
lns_511.rb,1943.05,1571.6,0.00131515,511,511,0,0
ch6-6-b1.rb,1311.16,1409.97,0.00147747,450,36,0,0
bayer02.rb,1900.85,1651.02,0.00513848,13935,13935,1,1
relat7.rb,1890.73,1870.35,0.0132919,21924,1045,0,0
GD97_b.rb,1395.57,895.705,0.00153221,47,47,0,0
bcspwr04.rb,2761.65,2099.87,0.00133378,274,274,0,0
crystk01.rb,4105.03,8529.74,0.0077187,4875,4875,3,3
hydr1c_A_67.rb,1876.91,1609.62,0.0030108,5308,5308,0,0
TSOPF_RS_b9_c6_b.rb,540.568,1483.72,0.00198887,7224,5,0,0
Reuters911_Day_56.rb,442.767,528.998,0.00313946,13332,13332,0,0
cavity15.rb,2047.45,3027.52,0.00468721,2597,2597,3,1
oscil_dcop_29.rb,1659.86,1331.75,0.00134628,430,430,0,0
msc04515.rb,4162.38,3680.95,0.00720908,4515,4515,0,0
bcsstm25.rb,942.797,1015.38,0.00288189,15439,15439,1,1
scsd8-2r_A_01.rb,1938.07,1790.8,0.0013338,90,630,2,1
hydr1c_Zeros_65.rb,83.9089,103.789,0.00194282,5308,5308,0,0
reorientation_5.rb,3637.65,3184.99,0.00252968,2904,2904,0,0
scfxm1-2r_A_2.rb,2057.01,1640.52,0.00157751,1276,2207,1,1
nlpkkt80.rb,3035.61,3202.52,0.860759,1062400,1062400,2,2
robot24c1_mat5.rb,1930.92,2149.03,0.0035445,404,302,0,0
scsd8-2b_A_1.rb,1973.93,1805.38,0.00128747,90,630,2,1
poli_large.rb,905.975,1089.9,0.00483705,15575,15575,0,0
small_A_16.rb,1841.87,1380.43,0.00136692,683,1406,1,1
matrix-new_3.rb,1485.17,2411.43,0.11919,125329,125329,3,3
oscil_dcop_50.rb,1663.4,1241.83,0.00135731,430,430,1,1
sphere2.rb,1941.61,1255.47,0.00114415,66,66,0,0
ch8-8-b2.rb,1844.8,2143.82,0.00573473,18816,1568,0,0
delf_A_23.rb,1979.4,1629.5,0.0022558,3214,6672,1,1
kleemin_A_3.rb,160.176,85.8413,0.00119044,5,10,0,0
model5.rb,1766.9,1760.87,0.00571516,1888,11802,1,1
hydr1c_Zeros_11.rb,80.5795,103.289,0.00183191,5308,5308,0,0
hydr1c_A_71.rb,1893.49,1646.62,0.00307802,5308,5308,0,0
192bit.rb,1595.91,1506.38,0.0107404,13691,13682,1,1
nsct.rb,1467.29,1501.26,0.0750416,23003,37563,3,1
foldoc.rb,1234.25,1242.19,0.0088494,13356,13356,1,1
bcsstm11.rb,883.555,794.799,0.00135615,1473,1473,0,0
CurlCurl_4.rb,2688.56,2602.33,1.09385,2380515,2380515,1,1
adder_dcop_69.rb,1422.88,1334.64,0.00187338,1813,1813,1,1
fpga_dcop_31.rb,1920.5,1516.5,0.0017045,1220,1220,0,0
stat96v2.rb,1318.73,2305.72,0.155764,29089,957432,3,4
Reuters911_Day_40.rb,385.926,488.272,0.00342546,13332,13332,0,0
model1.rb,1876.51,1515.71,0.00148446,362,798,0,0
cat_ears_2_1.rb,1030.67,671.657,0.00160937,85,85,0,0
rajat01.rb,1556.03,1626.25,0.00365383,6833,6833,1,1
c-55.rb,3232.5,3236.43,0.0133562,32780,32780,1,1
mark3jac140.rb,1799.71,1817.03,0.0256799,64089,64089,1,1
G3.rb,3897.89,3686.46,0.00249838,800,800,0,0
model2.rb,1890.61,1809.91,0.0017509,379,1321,0,0
n3c6-b10.rb,2221.53,1934.99,0.00162574,675,2511,1,1
adder_dcop_61.rb,1423.76,1296.53,0.00183325,1813,1813,1,1
nlpkkt120.rb,3093.57,3093.53,2.95312,3542400,3542400,2,2
fpga_dcop_19.rb,1888.11,1626.65,0.00154319,1220,1220,1,1
model10.rb,1781.18,2207.84,0.0085381,4400,16819,2,1
watt_1.rb,2180.63,1851.51,0.00207682,1856,1856,0,0
fv1.rb,3682.36,3938.71,0.00370022,9604,9604,2,1
c-25.rb,3362.31,3651.73,0.0027805,3797,3797,2,2
deter5.rb,1881.29,1596.07,0.00311763,5103,14529,1,1
IMDB.rb,355.253,487.135,0.585119,428440,896308,0,0
