Phase	Benchmark	Mode	Feature	Value
Dense	jnlbrng1.mtx	csr	Outer	20
Dense	jnlbrng1.mtx	csr	Inner	500
Dense	jnlbrng1.mtx	csr	N	1000
Dense	jnlbrng1.mtx	csr	NNZ	1000000
Dense	jnlbrng1.mtx	csr	SD	8.866537
Dense	jnlbrng1.mtx	csr	MFLOPS_s	1977.63
Dense	jnlbrng1.mtx	csr	MFLOPS_median	1976.62
Dense	jnlbrng1.mtx	csr	Time	10.1131
Dense	jnlbrng1.mtx	csr	Fletcher_sum	0

Dense	jnlbrng1.mtx	dia	Outer	20
Dense	jnlbrng1.mtx	dia	Inner	500
Dense	jnlbrng1.mtx	dia	N	1000
Dense	jnlbrng1.mtx	dia	NNZ	1000000
Dense	jnlbrng1.mtx	dia	SD	105.239718
Dense	jnlbrng1.mtx	dia	MFLOPS_s	4848.89
Dense	jnlbrng1.mtx	dia	MFLOPS_median	4900.01
Dense	jnlbrng1.mtx	dia	Time	4.12466
Dense	jnlbrng1.mtx	dia	Fletcher_sum	0

Dense	jnlbrng1.mtx	ell	Outer	20
Dense	jnlbrng1.mtx	ell	Inner	500
Dense	jnlbrng1.mtx	ell	N	1000
Dense	jnlbrng1.mtx	ell	NNZ	1000000
Dense	jnlbrng1.mtx	ell	SD	19.535265
Dense	jnlbrng1.mtx	ell	MFLOPS_s	2572.27
Dense	jnlbrng1.mtx	ell	MFLOPS_median	2587.82
Dense	jnlbrng1.mtx	ell	Time	7.77524
Dense	jnlbrng1.mtx	ell	Fletcher_sum	0

Dense	jnlbrng1.mtx	coo	Outer	20
Dense	jnlbrng1.mtx	coo	Inner	500
Dense	jnlbrng1.mtx	coo	N	1000
Dense	jnlbrng1.mtx	coo	NNZ	1000000
Dense	jnlbrng1.mtx	coo	SD	1.7269
Dense	jnlbrng1.mtx	coo	MFLOPS_s	914.727
Dense	jnlbrng1.mtx	coo	MFLOPS_median	913.974
Dense	jnlbrng1.mtx	coo	Time	21.8644
Dense	jnlbrng1.mtx	coo	Fletcher_sum	0

Sparse	obstclae.mtx	csr	Outer	20
Sparse	obstclae.mtx	csr	Inner	500
Sparse	obstclae.mtx	csr	N	40000
Sparse	obstclae.mtx	csr	NNZ	197608
Sparse	obstclae.mtx	csr	SD	12.845197
Sparse	obstclae.mtx	csr	MFLOPS_s	2692.29
Sparse	obstclae.mtx	csr	MFLOPS_median	2666.26
Sparse	obstclae.mtx	csr	Time	1.46795
Sparse	obstclae.mtx	csr	Fletcher_sum	36581

Sparse	obstclae.mtx	dia	Outer	20
Sparse	obstclae.mtx	dia	Inner	500
Sparse	obstclae.mtx	dia	N	40000
Sparse	obstclae.mtx	dia	NNZ	197608
Sparse	obstclae.mtx	dia	SD	205.976825
Sparse	obstclae.mtx	dia	MFLOPS_s	15167.4
Sparse	obstclae.mtx	dia	MFLOPS_median	15356.5
Sparse	obstclae.mtx	dia	Time	0.260569
Sparse	obstclae.mtx	dia	Fletcher_sum	36581

Sparse	obstclae.mtx	ell	Outer	20
Sparse	obstclae.mtx	ell	Inner	500
Sparse	obstclae.mtx	ell	N	40000
Sparse	obstclae.mtx	ell	NNZ	197608
Sparse	obstclae.mtx	ell	SD	9.905651
Sparse	obstclae.mtx	ell	MFLOPS_s	3040.31
Sparse	obstclae.mtx	ell	MFLOPS_median	3038.74
Sparse	obstclae.mtx	ell	Time	1.29992
Sparse	obstclae.mtx	ell	Fletcher_sum	36581

Sparse	obstclae.mtx	coo	Outer	20
Sparse	obstclae.mtx	coo	Inner	500
Sparse	obstclae.mtx	coo	N	40000
Sparse	obstclae.mtx	coo	NNZ	197608
Sparse	obstclae.mtx	coo	SD	3.40861
Sparse	obstclae.mtx	coo	MFLOPS_s	1613.4
Sparse	obstclae.mtx	coo	MFLOPS_median	1611.76
Sparse	obstclae.mtx	coo	Time	2.44958
Sparse	obstclae.mtx	coo	Fletcher_sum	36581

Dense	obstclae.mtx	csr	Outer	20
Dense	obstclae.mtx	csr	Inner	500
Dense	obstclae.mtx	csr	N	1000
Dense	obstclae.mtx	csr	NNZ	1000000
Dense	obstclae.mtx	csr	SD	10.221358
Dense	obstclae.mtx	csr	MFLOPS_s	1979.55
Dense	obstclae.mtx	csr	MFLOPS_median	1966.8
Dense	obstclae.mtx	csr	Time	10.1033
Dense	obstclae.mtx	csr	Fletcher_sum	0

Dense	obstclae.mtx	dia	Outer	20
Dense	obstclae.mtx	dia	Inner	500
Dense	obstclae.mtx	dia	N	1000
Dense	obstclae.mtx	dia	NNZ	1000000
Dense	obstclae.mtx	dia	SD	20.105232
Dense	obstclae.mtx	dia	MFLOPS_s	4907.52
Dense	obstclae.mtx	dia	MFLOPS_median	4903.34
Dense	obstclae.mtx	dia	Time	4.07538
Dense	obstclae.mtx	dia	Fletcher_sum	0

Dense	obstclae.mtx	ell	Outer	20
Dense	obstclae.mtx	ell	Inner	500
Dense	obstclae.mtx	ell	N	1000
Dense	obstclae.mtx	ell	NNZ	1000000
Dense	obstclae.mtx	ell	SD	40.894670
Dense	obstclae.mtx	ell	MFLOPS_s	2608.82
Dense	obstclae.mtx	ell	MFLOPS_median	2654.84
Dense	obstclae.mtx	ell	Time	7.6663
Dense	obstclae.mtx	ell	Fletcher_sum	0

Dense	obstclae.mtx	coo	Outer	20
Dense	obstclae.mtx	coo	Inner	500
Dense	obstclae.mtx	coo	N	1000
Dense	obstclae.mtx	coo	NNZ	1000000
Dense	obstclae.mtx	coo	SD	1.32099
Dense	obstclae.mtx	coo	MFLOPS_s	915.015
Dense	obstclae.mtx	coo	MFLOPS_median	916.009
Dense	obstclae.mtx	coo	Time	21.8576
Dense	obstclae.mtx	coo	Fletcher_sum	0

Sparse	pdb1HYS.mtx	csr	Outer	20
Sparse	pdb1HYS.mtx	csr	Inner	1
Sparse	pdb1HYS.mtx	csr	N	36417
Sparse	pdb1HYS.mtx	csr	NNZ	4344765
Sparse	pdb1HYS.mtx	csr	SD	10.926862
Sparse	pdb1HYS.mtx	csr	MFLOPS_s	2096.36
Sparse	pdb1HYS.mtx	csr	MFLOPS_median	2086.83
Sparse	pdb1HYS.mtx	csr	Time	0.082901
Sparse	pdb1HYS.mtx	csr	Fletcher_sum	11978

Sparse	pdb1HYS.mtx	dia	Outer	20
Sparse	pdb1HYS.mtx	dia	Inner	1
Sparse	pdb1HYS.mtx	dia	N	36417
Sparse	pdb1HYS.mtx	dia	NNZ	4344765
Sparse	pdb1HYS.mtx	dia	SD	9.317509
Sparse	pdb1HYS.mtx	dia	MFLOPS_s	35.7586
Sparse	pdb1HYS.mtx	dia	MFLOPS_median	43.177
Sparse	pdb1HYS.mtx	dia	Time	4.8601
Sparse	pdb1HYS.mtx	dia	Fletcher_sum	11978

Sparse	pdb1HYS.mtx	ell	Outer	20
Sparse	pdb1HYS.mtx	ell	Inner	1
Sparse	pdb1HYS.mtx	ell	N	36417
Sparse	pdb1HYS.mtx	ell	NNZ	4344765
Sparse	pdb1HYS.mtx	ell	SD	63.507649
Sparse	pdb1HYS.mtx	ell	MFLOPS_s	1573.79
Sparse	pdb1HYS.mtx	ell	MFLOPS_median	1601.98
Sparse	pdb1HYS.mtx	ell	Time	0.110428
Sparse	pdb1HYS.mtx	ell	Fletcher_sum	11978

Sparse	pdb1HYS.mtx	coo	Outer	20
Sparse	pdb1HYS.mtx	coo	Inner	1
Sparse	pdb1HYS.mtx	coo	N	36417
Sparse	pdb1HYS.mtx	coo	NNZ	4344765
Sparse	pdb1HYS.mtx	coo	SD	9.20583
Sparse	pdb1HYS.mtx	coo	MFLOPS_s	963.528
Sparse	pdb1HYS.mtx	coo	MFLOPS_median	959.228
Sparse	pdb1HYS.mtx	coo	Time	0.180369
Sparse	pdb1HYS.mtx	coo	Fletcher_sum	11978

Dense	pdb1HYS.mtx	csr	Outer	20
Dense	pdb1HYS.mtx	csr	Inner	500
Dense	pdb1HYS.mtx	csr	N	1000
Dense	pdb1HYS.mtx	csr	NNZ	1000000
Dense	pdb1HYS.mtx	csr	SD	5.593715
Dense	pdb1HYS.mtx	csr	MFLOPS_s	1987.74
Dense	pdb1HYS.mtx	csr	MFLOPS_median	1990.13
Dense	pdb1HYS.mtx	csr	Time	10.0617
Dense	pdb1HYS.mtx	csr	Fletcher_sum	0

Dense	pdb1HYS.mtx	dia	Outer	20
Dense	pdb1HYS.mtx	dia	Inner	500
Dense	pdb1HYS.mtx	dia	N	1000
Dense	pdb1HYS.mtx	dia	NNZ	1000000
Dense	pdb1HYS.mtx	dia	SD	112.966191
Dense	pdb1HYS.mtx	dia	MFLOPS_s	4959.57
Dense	pdb1HYS.mtx	dia	MFLOPS_median	5050.19
Dense	pdb1HYS.mtx	dia	Time	4.03261
Dense	pdb1HYS.mtx	dia	Fletcher_sum	0

Dense	pdb1HYS.mtx	ell	Outer	20
Dense	pdb1HYS.mtx	ell	Inner	500
Dense	pdb1HYS.mtx	ell	N	1000
Dense	pdb1HYS.mtx	ell	NNZ	1000000
Dense	pdb1HYS.mtx	ell	SD	18.992668
Dense	pdb1HYS.mtx	ell	MFLOPS_s	2628.99
Dense	pdb1HYS.mtx	ell	MFLOPS_median	2599.36
Dense	pdb1HYS.mtx	ell	Time	7.60748
Dense	pdb1HYS.mtx	ell	Fletcher_sum	0

Dense	pdb1HYS.mtx	coo	Outer	20
Dense	pdb1HYS.mtx	coo	Inner	500
Dense	pdb1HYS.mtx	coo	N	1000
Dense	pdb1HYS.mtx	coo	NNZ	1000000
Dense	pdb1HYS.mtx	coo	SD	1.46761
Dense	pdb1HYS.mtx	coo	MFLOPS_s	914.177
Dense	pdb1HYS.mtx	coo	MFLOPS_median	914.28
Dense	pdb1HYS.mtx	coo	Time	21.8776
Dense	pdb1HYS.mtx	coo	Fletcher_sum	0

Sparse	rma10.mtx	csr	Outer	20
Sparse	rma10.mtx	csr	Inner	1
Sparse	rma10.mtx	csr	N	46835
Sparse	rma10.mtx	csr	NNZ	2329092
Sparse	rma10.mtx	csr	SD	19.104737
Sparse	rma10.mtx	csr	MFLOPS_s	2356.55
Sparse	rma10.mtx	csr	MFLOPS_median	2320.26
Sparse	rma10.mtx	csr	Time	0.039534
Sparse	rma10.mtx	csr	Fletcher_sum	33704

Sparse	rma10.mtx	dia	Outer	20
Sparse	rma10.mtx	dia	Inner	1
Sparse	rma10.mtx	dia	N	46835
Sparse	rma10.mtx	dia	NNZ	2329092
Sparse	rma10.mtx	dia	SD	6.373985
Sparse	rma10.mtx	dia	MFLOPS_s	23.4486
Sparse	rma10.mtx	dia	MFLOPS_median	28.5233
Sparse	rma10.mtx	dia	Time	3.9731
Sparse	rma10.mtx	dia	Fletcher_sum	33704

Sparse	rma10.mtx	ell	Outer	20
Sparse	rma10.mtx	ell	Inner	1
Sparse	rma10.mtx	ell	N	46835
Sparse	rma10.mtx	ell	NNZ	2329092
Sparse	rma10.mtx	ell	SD	84.051802
Sparse	rma10.mtx	ell	MFLOPS_s	915.632
Sparse	rma10.mtx	ell	MFLOPS_median	931.276
Sparse	rma10.mtx	ell	Time	0.101748
Sparse	rma10.mtx	ell	Fletcher_sum	33704

Sparse	rma10.mtx	coo	Outer	20
Sparse	rma10.mtx	coo	Inner	1
Sparse	rma10.mtx	coo	N	46835
Sparse	rma10.mtx	coo	NNZ	2329092
Sparse	rma10.mtx	coo	SD	6.5592
Sparse	rma10.mtx	coo	MFLOPS_s	1082.59
Sparse	rma10.mtx	coo	MFLOPS_median	1084.94
Sparse	rma10.mtx	coo	Time	0.086056
Sparse	rma10.mtx	coo	Fletcher_sum	33704

Dense	rma10.mtx	csr	Outer	20
Dense	rma10.mtx	csr	Inner	500
Dense	rma10.mtx	csr	N	1000
Dense	rma10.mtx	csr	NNZ	1000000
Dense	rma10.mtx	csr	SD	8.121954
Dense	rma10.mtx	csr	MFLOPS_s	1961.39
Dense	rma10.mtx	csr	MFLOPS_median	1952.97
Dense	rma10.mtx	csr	Time	10.1969
Dense	rma10.mtx	csr	Fletcher_sum	0

Dense	rma10.mtx	dia	Outer	20
Dense	rma10.mtx	dia	Inner	500
Dense	rma10.mtx	dia	N	1000
Dense	rma10.mtx	dia	NNZ	1000000
Dense	rma10.mtx	dia	SD	12.283387
Dense	rma10.mtx	dia	MFLOPS_s	4376.92
Dense	rma10.mtx	dia	MFLOPS_median	4366.26
Dense	rma10.mtx	dia	Time	4.56943
Dense	rma10.mtx	dia	Fletcher_sum	0

Dense	rma10.mtx	ell	Outer	20
Dense	rma10.mtx	ell	Inner	500
Dense	rma10.mtx	ell	N	1000
Dense	rma10.mtx	ell	NNZ	1000000
Dense	rma10.mtx	ell	SD	38.274390
Dense	rma10.mtx	ell	MFLOPS_s	2590.18
Dense	rma10.mtx	ell	MFLOPS_median	2617.59
Dense	rma10.mtx	ell	Time	7.72146
Dense	rma10.mtx	ell	Fletcher_sum	0

Dense	rma10.mtx	coo	Outer	20
Dense	rma10.mtx	coo	Inner	500
Dense	rma10.mtx	coo	N	1000
Dense	rma10.mtx	coo	NNZ	1000000
Dense	rma10.mtx	coo	SD	1.42436
Dense	rma10.mtx	coo	MFLOPS_s	914.347
Dense	rma10.mtx	coo	MFLOPS_median	915.71
Dense	rma10.mtx	coo	Time	21.8735
Dense	rma10.mtx	coo	Fletcher_sum	0

Sparse	webbase-1M.mtx	csr	Outer	20
Sparse	webbase-1M.mtx	csr	Inner	1
Sparse	webbase-1M.mtx	csr	N	1000005
Sparse	webbase-1M.mtx	csr	NNZ	3105536
Sparse	webbase-1M.mtx	csr	SD	43.577758
Sparse	webbase-1M.mtx	csr	MFLOPS_s	1300.99
Sparse	webbase-1M.mtx	csr	MFLOPS_median	1217.72
Sparse	webbase-1M.mtx	csr	Time	0.095482
Sparse	webbase-1M.mtx	csr	Fletcher_sum	3136

Sparse	webbase-1M.mtx	coo	Outer	20
Sparse	webbase-1M.mtx	coo	Inner	1
Sparse	webbase-1M.mtx	coo	N	1000005
Sparse	webbase-1M.mtx	coo	NNZ	3105536
Sparse	webbase-1M.mtx	coo	SD	39.3572
Sparse	webbase-1M.mtx	coo	MFLOPS_s	1313.22
Sparse	webbase-1M.mtx	coo	MFLOPS_median	1246.53
Sparse	webbase-1M.mtx	coo	Time	0.094593
Sparse	webbase-1M.mtx	coo	Fletcher_sum	3136

Dense	webbase-1M.mtx	csr	Outer	20
Dense	webbase-1M.mtx	csr	Inner	500
Dense	webbase-1M.mtx	csr	N	1000
Dense	webbase-1M.mtx	csr	NNZ	1000000
Dense	webbase-1M.mtx	csr	SD	9.160331
Dense	webbase-1M.mtx	csr	MFLOPS_s	1963.91
Dense	webbase-1M.mtx	csr	MFLOPS_median	1960.1
Dense	webbase-1M.mtx	csr	Time	10.1838
Dense	webbase-1M.mtx	csr	Fletcher_sum	0

Dense	webbase-1M.mtx	coo	Outer	20
Dense	webbase-1M.mtx	coo	Inner	500
Dense	webbase-1M.mtx	coo	N	1000
Dense	webbase-1M.mtx	coo	NNZ	1000000
Dense	webbase-1M.mtx	coo	SD	7.4379
Dense	webbase-1M.mtx	coo	MFLOPS_s	901.697
Dense	webbase-1M.mtx	coo	MFLOPS_median	908.546
Dense	webbase-1M.mtx	coo	Time	22.1804
Dense	webbase-1M.mtx	coo	Fletcher_sum	0
